"journeyID","journey_start","journey_end","journey_duration"
7370,2016-10-20,2016-10-20,0
7371,2015-10-30,2016-02-03,96
7372,2015-06-19,2015-07-29,40
7373,2015-09-02,2015-09-14,12
7374,2016-02-05,2016-09-30,238
7375,2016-07-29,2016-08-16,18
7376,2015-06-29,2015-07-27,28
7377,2015-08-25,2015-12-05,102
7378,2016-01-16,2016-01-31,15
7379,2016-02-28,2016-03-14,15
7380,2016-05-20,2016-05-20,0
7381,2016-08-17,2016-10-24,68
7382,2015-09-21,2015-10-25,34
7383,2016-10-23,2016-10-23,0
7384,2015-07-06,2015-07-26,20
7385,2015-12-24,2015-12-24,0
7386,2016-02-07,2016-02-07,0
7387,2016-03-18,2016-03-29,11
7388,2015-11-01,2015-11-08,7
7389,2016-03-14,2016-03-14,0
7390,2016-05-15,2016-05-22,7
7391,2015-06-14,2015-06-14,0
7392,2016-01-24,2016-01-24,0
7393,2016-09-18,2016-09-18,0
7394,2015-06-16,2015-11-10,147
7395,2015-06-02,2015-06-02,0
7396,2015-07-07,2016-07-05,364
7397,2016-10-18,2016-10-25,7
7398,2015-12-15,2015-12-15,0
7399,2016-09-29,2016-09-29,0
7400,2016-10-07,2016-10-18,11
7401,2015-06-16,2015-06-17,1
7402,2015-08-15,2015-09-13,29
7403,2015-11-02,2015-11-02,0
7404,2016-01-27,2016-01-27,0
7405,2016-03-12,2016-03-28,16
7406,2016-06-15,2016-06-30,15
7407,2015-11-13,2016-04-26,165
7408,2016-04-28,2016-10-15,170
7409,2015-08-21,2015-10-22,62
7410,2016-10-18,2016-10-25,7
7411,2015-06-01,2015-06-01,0
7412,2015-07-18,2015-08-04,17
7413,2015-09-12,2015-09-17,5
7414,2016-02-03,2016-04-23,80
7415,2016-05-28,2016-06-16,19
7416,2016-08-11,2016-08-11,0
7417,2016-09-10,2016-10-23,43
7418,2015-06-22,2015-07-18,26
7419,2015-08-26,2015-11-08,74
7420,2015-12-18,2016-01-07,20
7421,2016-02-22,2016-04-15,53
7422,2016-05-15,2016-06-14,30
7423,2016-07-20,2016-07-20,0
7424,2016-10-02,2016-10-30,28
7425,2015-12-19,2016-03-03,75
7426,2015-06-14,2015-08-31,78
7427,2015-09-23,2015-09-23,0
7428,2015-10-25,2015-10-25,0
7429,2016-05-16,2016-07-11,56
7430,2016-08-29,2016-10-19,51
7431,2016-03-09,2016-03-09,0
7432,2016-04-14,2016-05-09,25
7433,2016-07-12,2016-10-31,111
7434,2016-06-26,2016-07-18,22
7435,2015-06-01,2015-08-20,80
7436,2015-09-27,2015-10-19,22
7437,2015-11-24,2016-01-07,44
7438,2016-03-03,2016-03-17,14
7439,2016-04-21,2016-05-01,10
7440,2016-07-22,2016-07-24,2
7441,2016-09-29,2016-09-29,0
7442,2015-11-05,2015-11-14,9
7443,2015-06-01,2015-08-12,72
7444,2015-10-03,2015-10-04,1
7445,2016-10-26,2016-10-26,0
7446,2015-06-01,2015-06-01,0
7447,2015-07-12,2015-09-11,61
7448,2015-11-08,2015-11-08,0
7449,2016-02-27,2016-02-27,0
7450,2016-05-29,2016-05-29,0
7451,2016-06-07,2016-06-22,15
7452,2016-07-22,2016-10-30,100
7453,2015-11-03,2015-11-07,4
7454,2015-12-13,2015-12-13,0
7455,2015-10-27,2015-10-27,0
7456,2015-09-22,2015-09-22,0
7457,2015-06-03,2015-06-10,7
7458,2015-11-30,2015-12-21,21
7459,2016-05-10,2016-07-03,54
7460,2015-06-18,2015-06-20,2
7461,2015-06-21,2015-10-15,116
7462,2015-12-27,2016-01-02,6
7463,2016-01-04,2016-04-03,90
7464,2016-07-06,2016-07-19,13
7465,2015-09-20,2015-10-02,12
7466,2015-12-06,2016-02-28,84
7467,2016-05-12,2016-05-12,0
7468,2016-08-30,2016-08-30,0
7469,2015-06-12,2015-07-19,37
7470,2015-09-10,2015-09-10,0
7471,2015-10-16,2015-10-19,3
7472,2016-07-05,2016-08-02,28
7473,2015-07-17,2015-07-22,5
7474,2016-05-17,2016-05-17,0
7475,2016-07-29,2016-07-29,0
7476,2016-05-05,2016-06-05,31
7477,2015-08-01,2015-08-01,0
7478,2015-09-14,2015-09-15,1
7479,2015-12-27,2015-12-31,4
7480,2016-06-09,2016-06-16,7
7481,2015-06-01,2016-05-26,360
7482,2016-07-10,2016-07-31,21
7483,2016-09-04,2016-09-04,0
7484,2016-10-14,2016-10-24,10
7485,2016-02-24,2016-03-17,22
7486,2015-06-08,2015-06-12,4
7487,2016-01-14,2016-01-15,1
7488,2016-03-24,2016-04-06,13
7489,2016-05-10,2016-07-25,76
7490,2015-09-27,2015-10-10,13
7491,2015-08-09,2016-01-19,163
7492,2015-06-23,2015-06-23,0
7493,2016-02-06,2016-02-21,15
7494,2016-06-12,2016-06-12,0
7495,2016-08-17,2016-10-21,65
7496,2015-06-30,2015-07-08,8
7497,2015-12-03,2015-12-03,0
7498,2015-09-25,2015-09-25,0
7499,2016-07-13,2016-07-13,0
7500,2015-06-02,2015-06-02,0
7501,2015-08-28,2015-09-10,13
7502,2015-06-16,2016-02-17,246
7503,2016-04-12,2016-07-29,108
7504,2016-09-09,2016-10-22,43
7505,2015-10-06,2015-10-08,2
7506,2015-07-26,2015-07-26,0
7507,2016-03-09,2016-03-09,0
7508,2016-07-09,2016-07-09,0
7509,2016-01-20,2016-01-20,0
7510,2015-08-26,2015-10-06,41
7511,2015-06-02,2015-06-02,0
7512,2015-07-18,2015-07-28,10
7513,2015-11-12,2016-03-20,129
7514,2016-06-09,2016-09-21,104
7515,2016-10-31,2016-10-31,0
7516,2016-01-12,2016-01-12,0
7517,2016-07-17,2016-07-18,1
7518,2016-08-16,2016-08-16,0
7519,2016-08-24,2016-08-29,5
7520,2015-11-12,2015-11-12,0
7521,2015-12-28,2015-12-28,0
7522,2016-09-05,2016-10-01,26
7523,2015-08-03,2015-08-03,0
7524,2016-03-27,2016-04-30,34
7525,2016-06-25,2016-07-03,8
7526,2016-10-15,2016-10-15,0
7527,2015-06-30,2015-06-30,0
7528,2015-09-02,2015-09-25,23
7529,2016-01-22,2016-02-10,19
7530,2016-04-01,2016-04-04,3
7531,2016-05-23,2016-05-23,0
7532,2016-03-28,2016-03-28,0
7533,2016-05-15,2016-05-15,0
7534,2015-06-13,2015-08-10,58
7535,2015-10-25,2015-10-25,0
7536,2016-02-23,2016-02-23,0
7537,2015-06-03,2015-06-03,0
7538,2015-07-20,2015-08-26,37
7539,2015-11-09,2015-11-09,0
7540,2016-01-14,2016-01-28,14
7541,2016-03-07,2016-04-07,31
7542,2015-07-12,2015-07-26,14
7543,2015-09-07,2015-09-07,0
7544,2016-10-30,2016-10-31,1
7545,2015-06-01,2016-06-21,386
7546,2016-07-22,2016-10-28,98
7547,2015-07-19,2015-08-16,28
7548,2015-11-01,2015-11-01,0
7549,2015-12-27,2015-12-27,0
7550,2016-02-15,2016-03-07,21
7551,2016-05-10,2016-05-10,0
7552,2016-07-01,2016-07-09,8
7553,2016-08-08,2016-09-17,40
7554,2015-06-01,2015-10-12,133
7555,2015-12-03,2015-12-16,13
7556,2016-01-16,2016-01-27,11
7557,2016-02-26,2016-02-26,0
7558,2016-04-08,2016-06-07,60
7559,2016-07-16,2016-07-16,0
7560,2015-06-03,2015-06-03,0
7561,2015-07-14,2015-08-30,47
7562,2015-11-12,2015-11-22,10
7563,2016-02-04,2016-02-04,0
7564,2016-05-16,2016-05-16,0
7565,2016-07-25,2016-07-26,1
7566,2015-05-31,2015-09-27,119
7567,2015-10-29,2016-07-15,260
7568,2016-08-23,2016-10-31,69
7569,2015-06-01,2015-08-23,83
7570,2016-01-03,2016-02-27,55
7571,2015-08-17,2015-12-31,136
7572,2016-08-27,2016-10-14,48
7573,2016-02-26,2016-08-24,180
7574,2015-06-23,2015-06-23,0
7575,2015-07-29,2015-07-29,0
7576,2016-02-22,2016-02-22,0
7577,2016-05-31,2016-06-16,16
7578,2016-08-26,2016-08-26,0
7579,2015-06-30,2015-08-02,33
7580,2015-06-19,2015-06-24,5
7581,2015-07-27,2015-08-17,21
7582,2015-06-08,2015-06-11,3
7583,2015-08-15,2015-08-16,1
7584,2015-06-07,2015-06-09,2
7585,2015-11-27,2015-12-19,22
7586,2015-10-08,2015-10-10,2
7587,2016-04-28,2016-05-20,22
7588,2016-07-09,2016-08-04,26
7589,2016-09-21,2016-10-15,24
7590,2015-07-11,2015-07-11,0
7591,2016-03-19,2016-04-23,35
7592,2015-06-01,2016-10-27,514
7593,2015-06-07,2015-09-04,89
7594,2015-10-07,2016-09-22,351
7595,2016-10-29,2016-10-29,0
7596,2015-08-14,2016-01-09,148
7597,2015-06-02,2015-08-13,72
7598,2016-03-16,2016-04-02,17
7599,2016-05-05,2016-09-25,143
7600,2015-12-29,2016-06-25,179
7601,2015-05-31,2015-12-21,204
7602,2016-06-28,2016-07-01,3
7603,2016-10-20,2016-10-30,10
7604,2015-06-18,2015-12-23,188
7605,2016-02-13,2016-06-09,117
7606,2016-09-09,2016-09-18,9
7607,2015-06-01,2015-06-30,29
7608,2015-12-23,2016-02-02,41
7609,2015-07-08,2015-07-30,22
7610,2015-08-25,2015-10-31,67
7611,2016-02-15,2016-04-14,59
7612,2016-06-28,2016-07-11,13
7613,2016-10-18,2016-10-18,0
7614,2016-10-27,2016-10-27,0
7615,2015-08-27,2015-09-19,23
7616,2015-10-23,2015-10-29,6
7617,2016-02-19,2016-02-19,0
7618,2015-09-07,2015-09-07,0
7619,2015-10-28,2015-10-28,0
7620,2015-07-29,2015-07-29,0
7621,2015-08-28,2015-08-28,0
7622,2016-09-20,2016-09-20,0
7623,2015-07-18,2016-01-15,181
7624,2015-06-01,2015-07-12,41
7625,2016-01-16,2016-08-11,208
7626,2015-06-06,2015-06-28,22
7627,2015-08-09,2015-12-24,137
7628,2015-06-20,2015-07-12,22
7629,2015-08-02,2015-09-03,32
7630,2016-02-06,2016-02-06,0
7631,2016-07-08,2016-07-31,23
7632,2016-09-05,2016-09-05,0
7633,2016-01-17,2016-01-18,1
7634,2016-03-05,2016-05-16,72
7635,2016-06-22,2016-10-18,118
7636,2015-06-14,2015-09-08,86
7637,2016-06-18,2016-07-02,14
7638,2015-09-09,2016-01-01,114
7639,2016-01-02,2016-05-12,131
7640,2016-06-27,2016-10-31,126
7641,2015-08-12,2015-09-01,20
7642,2015-10-29,2015-11-26,28
7643,2016-02-04,2016-02-04,0
7644,2016-10-23,2016-10-23,0
7645,2015-06-01,2015-06-28,27
7646,2015-07-27,2015-07-27,0
7647,2015-09-01,2015-09-01,0
7648,2015-11-03,2015-11-05,2
7649,2015-12-28,2015-12-28,0
7650,2016-02-08,2016-05-03,85
7651,2016-06-02,2016-09-04,94
7652,2016-10-03,2016-10-03,0
7653,2016-05-15,2016-05-15,0
7654,2015-06-04,2015-09-06,94
7655,2015-10-07,2015-11-29,53
7656,2016-01-07,2016-05-10,124
7657,2016-01-12,2016-01-17,5
7658,2015-06-02,2015-07-02,30
7659,2015-07-22,2015-07-31,9
7660,2015-10-13,2015-12-11,59
7661,2016-07-08,2016-07-08,0
7662,2015-07-25,2015-07-25,0
7663,2015-06-04,2015-06-04,0
7664,2016-03-08,2016-03-25,17
7665,2016-01-06,2016-01-06,0
7666,2016-10-31,2016-10-31,0
7667,2015-10-04,2015-10-04,0
7668,2015-11-03,2015-11-03,0
7669,2016-02-15,2016-02-15,0
7670,2016-05-15,2016-05-15,0
7671,2016-08-06,2016-10-27,82
7672,2015-06-01,2015-06-01,0
7673,2015-07-21,2015-07-21,0
7674,2015-08-21,2015-08-21,0
7675,2015-11-23,2015-11-23,0
7676,2016-01-19,2016-01-19,0
7677,2016-02-19,2016-03-08,18
7678,2016-05-17,2016-05-17,0
7679,2016-06-15,2016-06-21,6
7680,2016-09-26,2016-10-31,35
7681,2015-06-16,2015-06-16,0
7682,2015-07-15,2015-08-19,35
7683,2015-12-02,2015-12-02,0
7684,2016-02-17,2016-02-17,0
7685,2016-06-29,2016-08-05,37
7686,2016-09-04,2016-09-05,1
7687,2016-10-30,2016-10-30,0
7688,2015-07-03,2015-07-03,0
7689,2015-11-17,2015-11-17,0
7690,2016-01-21,2016-01-28,7
7691,2015-10-02,2015-10-03,1
7692,2015-09-17,2015-09-17,0
7693,2015-09-01,2015-09-07,6
7694,2015-11-08,2015-11-08,0
7695,2015-06-18,2015-08-06,49
7696,2015-07-29,2015-09-19,52
7697,2015-07-12,2015-07-12,0
7698,2015-09-13,2015-09-13,0
7699,2016-02-20,2016-04-01,41
7700,2016-06-17,2016-06-17,0
7701,2016-08-07,2016-08-07,0
7702,2016-09-25,2016-09-25,0
7703,2015-12-08,2015-12-08,0
7704,2015-07-23,2015-08-06,14
7705,2015-09-29,2016-01-23,116
7706,2015-12-23,2015-12-23,0
7707,2015-08-03,2015-08-03,0
7708,2015-11-18,2015-11-18,0
7709,2016-02-11,2016-02-11,0
7710,2016-01-16,2016-02-03,18
7711,2015-08-25,2015-08-25,0
7712,2016-07-14,2016-10-03,81
7713,2016-02-06,2016-02-06,0
7714,2016-04-03,2016-04-24,21
7715,2016-06-02,2016-06-03,1
7716,2016-10-06,2016-10-12,6
7717,2015-06-08,2015-07-20,42
7718,2016-04-26,2016-04-26,0
7719,2015-09-12,2015-09-12,0
7720,2015-12-13,2016-02-11,60
7721,2016-05-18,2016-07-26,69
7722,2015-07-21,2015-07-21,0
7723,2015-05-31,2015-10-10,132
7724,2015-06-22,2015-09-15,85
7725,2015-10-23,2015-11-20,28
7726,2015-12-27,2016-03-09,73
7727,2016-09-03,2016-09-11,8
7728,2015-06-04,2015-06-19,15
7729,2015-11-16,2015-11-16,0
7730,2016-03-23,2016-03-25,2
7731,2016-05-14,2016-05-24,10
7732,2016-07-01,2016-08-16,46
7733,2015-09-21,2015-10-05,14
7734,2015-11-05,2015-12-18,43
7735,2016-01-28,2016-04-24,87
7736,2016-05-30,2016-06-07,8
7737,2016-08-02,2016-08-11,9
7738,2016-10-03,2016-10-03,0
7739,2016-05-25,2016-05-25,0
7740,2016-04-27,2016-04-27,0
7741,2016-06-30,2016-07-03,3
7742,2015-06-28,2015-07-31,33
7743,2015-10-14,2015-10-26,12
7744,2015-11-03,2015-11-09,6
7745,2016-01-26,2016-03-06,40
7746,2016-04-28,2016-05-02,4
7747,2016-07-04,2016-08-22,49
7748,2016-10-24,2016-10-24,0
7749,2015-12-22,2015-12-22,0
7750,2015-06-08,2015-06-08,0
7751,2015-07-15,2015-08-23,39
7752,2015-10-08,2015-10-08,0
7753,2015-11-13,2015-11-13,0
7754,2015-12-25,2015-12-25,0
7755,2016-01-29,2016-02-04,6
7756,2016-06-19,2016-06-19,0
7757,2016-08-21,2016-10-15,55
7758,2015-10-03,2015-11-23,51
7759,2015-12-04,2016-02-21,79
7760,2015-06-19,2015-07-21,32
7761,2016-03-18,2016-09-18,184
7762,2015-08-26,2015-08-27,1
7763,2016-02-22,2016-03-16,23
7764,2016-10-04,2016-10-27,23
7765,2015-06-01,2015-06-11,10
7766,2015-07-27,2015-07-28,1
7767,2015-08-28,2015-09-11,14
7768,2015-11-19,2016-09-09,295
7769,2015-07-19,2015-07-24,5
7770,2015-08-22,2015-08-22,0
7771,2015-12-03,2015-12-03,0
7772,2015-06-11,2015-06-11,0
7773,2015-07-20,2015-07-24,4
7774,2015-06-03,2015-06-06,3
7775,2015-07-31,2015-08-25,25
7776,2015-10-28,2015-11-05,8
7777,2016-01-29,2016-01-29,0
7778,2016-06-02,2016-06-22,20
7779,2016-08-04,2016-08-25,21
7780,2016-10-28,2016-10-28,0
7781,2015-06-01,2016-10-31,518
7782,2015-07-07,2015-11-03,119
7783,2016-01-14,2016-02-16,33
7784,2016-06-11,2016-07-05,24
7785,2015-10-02,2015-10-04,2
7786,2016-03-16,2016-05-24,69
7787,2015-06-27,2015-07-21,24
7788,2015-10-10,2015-11-01,22
7789,2015-12-05,2015-12-05,0
7790,2016-02-04,2016-02-04,0
7791,2016-06-02,2016-06-30,28
7792,2015-06-01,2015-08-20,80
7793,2015-08-20,2015-10-27,68
7794,2015-10-28,2015-10-31,3
7795,2015-11-27,2015-12-11,14
7796,2016-01-20,2016-04-11,82
7797,2016-04-12,2016-10-12,183
7798,2016-06-13,2016-06-13,0
7799,2015-06-07,2015-06-14,7
7800,2015-08-13,2015-10-21,69
7801,2015-11-20,2015-12-30,40
7802,2016-03-11,2016-05-03,53
7803,2016-06-16,2016-09-07,83
7804,2016-05-19,2016-05-23,4
7805,2015-08-22,2015-10-03,42
7806,2015-11-22,2015-11-25,3
7807,2015-12-30,2016-02-25,57
7808,2016-03-31,2016-04-07,7
7809,2016-06-29,2016-07-11,12
7810,2016-08-18,2016-10-20,63
7811,2015-07-09,2016-06-06,333
7812,2016-07-06,2016-10-30,116
7813,2016-06-17,2016-06-26,9
7814,2015-06-03,2015-06-09,6
7815,2015-07-09,2015-09-06,59
7816,2015-09-28,2015-11-09,42
7817,2015-12-10,2015-12-10,0
7818,2016-01-05,2016-05-04,120
7819,2016-06-28,2016-08-10,43
7820,2016-09-11,2016-10-18,37
7821,2016-06-12,2016-06-12,0
7822,2015-11-26,2015-11-26,0
7823,2016-01-20,2016-02-08,19
7824,2016-03-12,2016-03-12,0
7825,2016-05-07,2016-05-07,0
7826,2016-08-05,2016-08-05,0
7827,2015-07-01,2015-07-18,17
7828,2015-08-19,2015-09-01,13
7829,2015-10-18,2015-10-18,0
7830,2015-11-20,2015-11-20,0
7831,2016-09-02,2016-09-02,0
7832,2016-04-17,2016-06-03,47
7833,2016-07-10,2016-07-24,14
7834,2016-06-05,2016-06-08,3
7835,2016-07-28,2016-09-10,44
7836,2016-09-15,2016-10-19,34
7837,2015-06-12,2015-07-05,23
7838,2015-10-15,2015-10-25,10
7839,2016-03-09,2016-03-09,0
7840,2016-10-03,2016-10-03,0
7841,2015-06-13,2015-06-26,13
7842,2015-07-02,2015-08-12,41
7843,2015-09-12,2015-09-12,0
7844,2015-10-20,2016-03-14,146
7845,2016-04-17,2016-09-12,148
7846,2015-06-19,2015-09-15,88
7847,2015-10-18,2015-11-01,14
7848,2015-06-29,2015-06-29,0
7849,2015-12-26,2015-12-26,0
7850,2016-07-08,2016-07-08,0
7851,2016-08-08,2016-08-21,13
7852,2016-10-16,2016-10-31,15
7853,2015-11-19,2016-01-20,62
7854,2015-06-02,2015-07-15,43
7855,2015-07-21,2015-08-28,38
7856,2016-02-17,2016-06-07,111
7857,2016-08-05,2016-10-31,87
7858,2015-07-11,2015-08-04,24
7859,2015-10-06,2015-10-20,14
7860,2015-12-30,2016-01-08,9
7861,2015-09-06,2015-09-21,15
7862,2015-10-27,2015-11-02,6
7863,2016-01-17,2016-01-17,0
7864,2016-03-13,2016-03-13,0
7865,2016-04-28,2016-04-28,0
7866,2016-10-03,2016-10-03,0
7867,2015-09-14,2015-10-28,44
7868,2015-12-11,2015-12-21,10
7869,2016-01-19,2016-01-31,12
7870,2016-03-18,2016-04-12,25
7871,2016-06-06,2016-06-21,15
7872,2016-08-18,2016-08-23,5
7873,2015-06-02,2015-07-01,29
7874,2015-07-04,2016-06-15,347
7875,2016-09-06,2016-09-06,0
7876,2016-05-19,2016-05-19,0
7877,2015-12-14,2016-01-02,19
7878,2015-06-15,2015-06-22,7
7879,2015-09-29,2015-09-29,0
7880,2016-01-11,2016-01-11,0
7881,2016-02-13,2016-03-22,38
7882,2016-04-25,2016-04-25,0
7883,2016-06-18,2016-07-10,22
7884,2016-09-11,2016-10-04,23
7885,2015-06-30,2015-08-04,35
7886,2015-09-07,2015-10-25,48
7887,2016-03-08,2016-03-09,1
7888,2016-04-11,2016-05-14,33
7889,2016-06-25,2016-09-01,68
7890,2016-10-03,2016-10-03,0
7891,2015-06-11,2015-07-24,43
7892,2016-02-16,2016-02-25,9
7893,2016-08-24,2016-08-24,0
7894,2016-09-24,2016-09-24,0
7895,2015-06-01,2015-06-04,3
7896,2015-07-11,2015-08-28,48
7897,2015-09-29,2015-10-07,8
7898,2015-12-25,2016-02-10,47
7899,2016-03-20,2016-03-22,2
7900,2015-06-16,2015-09-13,89
7901,2015-09-07,2016-02-28,174
7902,2016-02-29,2016-04-14,45
7903,2016-04-15,2016-08-04,111
7904,2015-06-10,2015-07-18,38
7905,2015-09-06,2015-10-11,35
7906,2016-01-29,2016-01-29,0
7907,2015-10-17,2015-11-02,16
7908,2016-08-13,2016-08-27,14
7909,2016-05-18,2016-07-31,74
7910,2016-09-25,2016-10-30,35
7911,2015-09-27,2015-10-14,17
7912,2016-01-02,2016-01-02,0
7913,2016-04-19,2016-05-16,27
7914,2016-06-24,2016-06-24,0
7915,2016-08-10,2016-08-10,0
7916,2015-06-08,2015-06-16,8
7917,2015-07-17,2015-08-29,43
7918,2016-02-15,2016-02-17,2
7919,2016-05-05,2016-05-05,0
7920,2015-06-12,2016-01-10,212
7921,2016-02-08,2016-05-08,90
7922,2016-06-27,2016-07-18,21
7923,2015-06-11,2015-06-11,0
7924,2015-06-21,2015-07-27,36
7925,2015-09-07,2015-09-25,18
7926,2015-12-12,2015-12-28,16
7927,2015-06-02,2015-06-20,18
7928,2015-07-07,2015-11-10,126
7929,2015-12-25,2016-08-23,242
7930,2016-09-24,2016-10-31,37
7931,2016-02-06,2016-07-31,176
7932,2015-06-09,2015-11-15,159
7933,2015-12-26,2015-12-26,0
7934,2016-08-07,2016-08-28,21
7935,2016-10-03,2016-10-03,0
7936,2015-06-01,2016-07-30,425
7937,2016-09-11,2016-10-07,26
7938,2015-08-04,2015-08-04,0
7939,2016-01-31,2016-01-31,0
7940,2015-06-08,2015-06-08,0
7941,2015-08-20,2015-09-01,12
7942,2015-10-14,2015-11-13,30
7943,2016-02-11,2016-02-11,0
7944,2016-04-23,2016-05-31,38
7945,2015-11-27,2015-12-23,26
7946,2015-06-01,2015-07-28,57
7947,2015-09-07,2016-04-14,220
7948,2016-05-30,2016-10-30,153
7949,2015-06-21,2015-08-10,50
7950,2015-08-13,2015-08-13,0
7951,2015-10-13,2015-10-13,0
7952,2015-12-08,2015-12-08,0
7953,2016-01-07,2016-04-18,102
7954,2016-05-23,2016-05-23,0
7955,2016-07-05,2016-09-19,76
7956,2015-06-01,2015-07-17,46
7957,2015-11-26,2015-11-26,0
7958,2016-05-08,2016-05-08,0
7959,2016-07-19,2016-07-19,0
7960,2015-12-27,2016-01-25,29
7961,2016-03-06,2016-03-12,6
7962,2016-04-11,2016-06-13,63
7963,2016-07-28,2016-08-03,6
7964,2016-10-11,2016-10-23,12
7965,2015-06-08,2015-06-08,0
7966,2015-08-09,2015-08-26,17
7967,2016-01-15,2016-01-19,4
7968,2016-03-15,2016-03-20,5
7969,2016-06-08,2016-06-08,0
7970,2016-10-01,2016-10-01,0
7971,2015-06-05,2015-07-07,32
7972,2015-07-09,2015-07-09,0
7973,2015-09-15,2015-09-15,0
7974,2016-02-11,2016-02-11,0
7975,2016-05-20,2016-05-20,0
7976,2016-07-08,2016-07-08,0
7977,2015-07-08,2015-07-08,0
7978,2015-06-23,2015-06-23,0
7979,2015-08-05,2015-08-06,1
7980,2016-10-25,2016-10-25,0
7981,2015-07-01,2015-07-21,20
7982,2015-08-31,2015-08-31,0
7983,2015-10-06,2015-10-06,0
7984,2015-11-11,2015-11-30,19
7985,2016-01-10,2016-02-25,46
7986,2015-12-12,2015-12-12,0
7987,2016-02-06,2016-02-06,0
7988,2016-07-24,2016-07-24,0
7989,2016-09-05,2016-09-05,0
7990,2015-06-20,2015-08-20,61
7991,2016-03-07,2016-04-03,27
7992,2015-06-08,2015-07-04,26
7993,2015-08-13,2015-08-13,0
7994,2015-09-20,2015-09-20,0
7995,2016-01-17,2016-02-01,15
7996,2016-10-13,2016-10-13,0
7997,2015-10-23,2015-11-20,28
7998,2016-01-03,2016-05-18,136
7999,2016-07-05,2016-09-10,67
8000,2016-10-27,2016-10-31,4
8001,2016-01-19,2016-01-22,3
8002,2015-06-01,2016-10-31,518
8003,2015-06-06,2015-06-06,0
8004,2015-07-12,2015-10-22,102
8005,2015-11-26,2016-10-30,339
8006,2015-06-23,2015-07-14,21
8007,2015-10-04,2015-10-04,0
8008,2016-02-26,2016-03-06,9
8009,2016-04-29,2016-04-29,0
8010,2015-06-02,2015-06-19,17
8011,2015-08-30,2015-11-25,87
8012,2016-01-02,2016-01-02,0
8013,2016-02-09,2016-03-02,22
8014,2016-04-04,2016-04-04,0
8015,2015-06-23,2015-07-22,29
8016,2016-02-13,2016-02-13,0
8017,2015-07-29,2015-07-29,0
8018,2016-01-04,2016-01-09,5
8019,2016-04-19,2016-04-19,0
8020,2016-06-07,2016-06-07,0
8021,2016-08-11,2016-08-11,0
8022,2016-10-22,2016-10-27,5
8023,2016-07-08,2016-07-08,0
8024,2015-07-10,2015-07-23,13
8025,2015-10-23,2015-11-20,28
8026,2016-02-24,2016-02-24,0
8027,2016-07-12,2016-08-17,36
8028,2016-10-23,2016-10-23,0
8029,2015-06-03,2015-07-18,45
8030,2015-07-28,2015-07-28,0
8031,2015-12-15,2015-12-15,0
8032,2016-10-18,2016-10-18,0
8033,2015-07-15,2015-09-05,52
8034,2015-09-06,2015-11-01,56
8035,2016-02-03,2016-02-14,11
8036,2016-07-25,2016-07-28,3
8037,2015-11-04,2015-11-16,12
8038,2015-12-27,2015-12-30,3
8039,2016-03-08,2016-06-15,99
8040,2016-08-08,2016-08-23,15
8041,2016-09-22,2016-09-22,0
8042,2016-10-31,2016-10-31,0
8043,2016-09-01,2016-09-02,1
8044,2016-10-05,2016-10-05,0
8045,2015-12-31,2015-12-31,0
8046,2016-10-26,2016-10-29,3
8047,2015-07-16,2015-09-03,49
8048,2015-10-29,2015-10-29,0
8049,2015-12-26,2015-12-26,0
8050,2016-02-20,2016-02-23,3
8051,2015-10-08,2015-10-30,22
8052,2015-11-11,2016-04-27,168
8053,2016-06-15,2016-06-15,0
8054,2016-09-26,2016-09-26,0
8055,2015-07-11,2015-11-08,120
8056,2015-12-15,2016-06-07,175
8057,2016-08-09,2016-08-09,0
8058,2016-09-08,2016-09-08,0
8059,2016-10-09,2016-10-24,15
8060,2015-07-12,2016-01-08,180
8061,2015-06-01,2015-07-02,31
8062,2016-01-14,2016-02-17,34
8063,2016-03-18,2016-04-07,20
8064,2016-07-25,2016-07-25,0
8065,2016-08-24,2016-09-18,25
8066,2015-11-26,2015-11-26,0
8067,2016-03-07,2016-05-07,61
8068,2016-08-10,2016-08-10,0
8069,2015-07-18,2015-07-19,1
8070,2016-01-23,2016-04-19,87
8071,2015-11-20,2015-12-07,17
8072,2016-01-02,2016-01-02,0
8073,2016-03-02,2016-03-16,14
8074,2016-02-17,2016-02-24,7
8075,2016-04-08,2016-05-05,27
8076,2015-06-02,2015-06-14,12
8077,2015-07-17,2015-07-30,13
8078,2015-09-06,2015-09-06,0
8079,2016-08-08,2016-08-08,0
8080,2016-10-06,2016-10-06,0
8081,2015-07-09,2015-08-05,27
8082,2015-09-11,2015-11-05,55
8083,2015-12-05,2015-12-09,4
8084,2016-02-28,2016-03-10,11
8085,2016-05-26,2016-07-03,38
8086,2015-12-20,2016-05-29,161
8087,2015-06-06,2015-11-26,173
8088,2016-05-25,2016-09-11,109
8089,2016-10-31,2016-10-31,0
8090,2015-06-01,2016-10-30,517
8091,2016-02-12,2016-02-21,9
8092,2015-07-01,2015-07-30,29
8093,2015-12-14,2016-03-18,95
8094,2016-04-19,2016-04-19,0
8095,2016-06-28,2016-08-29,62
8096,2016-07-07,2016-07-24,17
8097,2015-06-10,2015-06-10,0
8098,2015-07-16,2015-07-16,0
8099,2015-08-29,2015-11-27,90
8100,2016-01-01,2016-01-01,0
8101,2016-07-29,2016-09-27,60
8102,2015-07-27,2015-07-27,0
8103,2016-01-30,2016-01-30,0
8104,2016-10-05,2016-10-28,23
