"","UserID","region","municipality_size","household_size","GenderID","Age","employment","income","children_per_household","social_class","education","life_stage"
"2221",2175,"2","6",2,"1",51,"5","2",0,"5","3","4"
"2222",2176,"2","5",4,"2",34,"2","4",2,"2","6","8"
"2223",2177,"2","5",5,"2",38,"2","4",3,"4","4","6"
"2224",2178,"5","4",2,"1",70,"7","3",0,"4","4","4"
"2225",2179,"4","5",2,"2",48,"4","2",0,"5","3","9"
"2226",2180,"1","4",1,"2",20,"8","2",0,"3","6","1"
"2227",2181,"5","6",2,"2",58,"2","3",0,"5","2","4"
"2228",2182,"4","6",5,"1",33,"2","6",3,"1","8","5"
"2229",2183,"5","6",3,"1",49,"4","1",0,"4","4","7"
"2230",2184,"2","6",3,"2",33,"2",NA,1,"1","7","6"
"2231",7584,"2","5",2,"2",78,"7","5",0,"1","1","4"
"2232",2185,"2","5",2,"2",78,"7","5",0,"1","1","4"
"2233",7585,"5","5",2,"1",64,"7","6",0,"4","4","4"
"2234",2186,"5","5",2,"1",64,"7","6",0,"4","4","4"
"2235",2187,"3","4",2,"1",90,"7","4",0,"3",NA,"4"
"2236",2188,"2","5",2,"1",80,"7",NA,0,"5","3","4"
"2237",2189,"5","6",1,"2",28,"8","1",0,"3","6","1"
"2238",2190,"1","5",1,"1",38,"2","1",0,"5","1","1"
"2239",2191,"5","5",1,"2",29,"1","1",0,"1","4","1"
"2240",2192,"5","3",5,"2",24,"2",NA,0,"1","4","7"
"2241",2193,"2","3",1,"2",69,"7","5",0,"4","4","2"
"2242",2194,"3","3",1,"2",64,"4","1",0,"3","7","2"
"2243",2195,"1","4",4,"1",28,"2","6",0,"4","4","7"
"2244",2196,"4","6",4,"1",47,"2","5",2,"2","4","6"
"2245",2197,"5","4",3,"2",34,"2","2",1,"2","6","5"
"2246",2198,"4","4",2,"1",74,"7","4",0,"5","3","4"
"2247",2199,"5","6",1,"1",44,"5","2",0,"5","3","1"
"2248",2200,"5","5",2,"1",65,"5","7",0,"1","3","4"
"2249",2201,"5","4",1,"2",71,"7","3",0,"3","5","2"
"2250",2202,"2","6",2,"2",53,"4","3",0,"4","4","4"
"2251",2203,"2","6",2,"1",75,"7","6",0,"1","8","4"
"2252",2205,"1","8",2,"1",59,"2","5",0,"2","4","4"
"2253",2206,"3","6",1,"2",63,"6","1",0,"5","2","2"
"2254",2207,"5","5",2,"1",68,"7","4",0,"5","4","4"
"2255",2208,"3","3",3,"2",31,"2",NA,0,"4","7","7"
"2256",2209,"5","4",2,"1",70,"7","4",0,"5","3","4"
"2257",2210,"4","4",2,"1",73,"7","5",0,"4","3","4"
"2258",2211,"5","4",5,"2",23,"8",NA,0,"2","6","7"
"2259",2212,"5","6",6,"2",37,"2","4",4,"1","6","5"
"2260",2213,"2","5",4,"1",43,"2","5",2,"1","8","6"
"2261",7586,"5","6",2,"2",72,"7","4",0,"4",NA,"4"
"2262",2214,"4","6",2,"1",87,"7","3",0,"5","3","4"
"2263",2215,"4","4",4,"2",38,"2","5",0,"2","7","7"
"2264",7587,"4","4",4,"2",38,"2","5",0,"2","7","7"
"2265",8894,"4","4",4,"2",38,"2","5",0,"2","7","7"
"2266",2216,"2","6",2,"2",59,"5","4",0,"3","2","4"
"2267",2217,"4","5",4,"2",30,"2","4",2,"1","4","5"
"2268",2218,"4","6",3,"2",33,"2","5",1,"3",NA,"6"
"2269",2219,"5","5",1,"1",51,"1","3",0,"1","8","2"
"2270",2220,"4","4",7,"1",47,"1","7",1,"1","4","6"
"2271",2221,"3","4",4,"2",28,"8","5",0,"3","6","7"
"2272",2222,"2","5",1,"1",71,"7",NA,0,"4","4","2"
"2273",2223,"1","5",2,"1",41,"2","5",0,"2","4","3"
"2274",2224,"3","5",5,"2",30,"2","2",3,"2","4","5"
"2275",2225,"2","4",1,"2",66,"2","2",0,"4","3","2"
"2276",2226,"4","6",2,"1",25,"2","4",0,"3","4","3"
"2277",9203,"3","6",2,"2",61,"9","5",0,"2","2","4"
"2278",2227,"3","6",2,"2",61,"9","5",0,"2","2","4"
"2279",2228,"5","5",2,"2",50,"5","2",0,"5","4","4"
"2280",2229,"2","5",2,"2",79,"9","4",0,"4","6","4"
"2281",2230,"3","5",2,"1",67,"7","5",0,"2","7","4"
"2282",2231,"3","4",1,"1",68,"7","4",0,"2","7","2"
"2283",2232,"3","4",3,"2",38,"8","1",2,"3","5","8"
"2284",2233,"1","5",2,"2",64,"9","3",0,"5","3","4"
"2285",2234,"5","6",4,"2",37,"2",NA,2,"3",NA,"8"
"2286",2235,"2","6",2,"1",30,"8",NA,0,"3","6","3"
"2287",2237,"5","4",5,"1",20,"8",NA,1,"3","5","6"
"2288",2238,"2","5",1,"2",37,"2","5",0,"1","8","1"
"2289",2239,"3","6",5,"1",19,"8","1",2,"2","2","6"
"2290",2240,"1","5",1,"2",60,"2","2",0,"4","2","2"
"2291",2241,"2","3",2,"2",49,"2","6",0,"1","7","4"
"2292",2242,"5","4",1,"2",52,"6","1",0,"4","4","2"
"2293",2243,"5","5",2,"1",53,"4","5",0,"4","4","4"
"2294",2244,"5","6",2,"1",73,"7","3",0,"5","3","4"
"2295",2245,"5","5",2,"2",67,"7","3",0,"2","5","4"
"2296",2247,"4","4",3,"2",31,"2","6",1,"1","7","5"
"2297",2248,"3","3",1,"2",76,"7","2",0,"5","2","2"
"2298",2249,"1","4",2,"2",26,"2","5",0,"1","8","3"
"2299",2250,"5","4",2,"1",59,"4","2",1,"3","7","9"
"2300",2251,"5","4",2,"1",68,"7","4",0,"2","6","4"
"2301",2252,"1","7",2,"1",73,"7","2",0,"4","4","4"
"2302",2253,"4","6",3,"2",54,"2","2",0,"4","4","9"
"2303",2254,"4","6",3,"1",19,"8",NA,0,"2","3","7"
"2304",2255,"5","4",1,"2",60,"6","1",0,"5","2","2"
"2305",2256,"5","5",2,"1",73,"7","4",0,"1","8","4"
"2306",2257,"5","5",7,"1",69,"7","2",1,"4","4","6"
"2307",2258,"5","6",2,"1",49,"9","4",0,"3","4","4"
"2308",2259,"3","3",3,"2",30,"9","3",1,"3","4","5"
"2309",2260,"5","5",1,"1",59,"2","7",0,"1","8","2"
"2310",9592,"5","3",2,"1",83,"7","6",0,"1","8","4"
"2311",2261,"2","5",1,"2",46,"4","2",0,"4","4","2"
"2312",2262,"5","6",2,"1",80,"7","6",0,"1","8","4"
"2313",2263,"4","4",5,"1",44,"2","4",3,"5","4","6"
"2314",2264,"1","5",2,"2",69,"9",NA,0,"5","3","4"
"2315",2265,"2","6",4,"1",20,"8",NA,1,"2","5","7"
"2316",2268,"5","4",4,"2",41,"2","5",2,"3","4","6"
"2317",2269,"5","5",2,"2",65,"2",NA,0,"5","2","4"
"2318",9593,"5","4",2,"1",47,"2",NA,0,"3","5","3"
"2319",2270,"3","2",4,"2",46,"9",NA,0,"2","5","7"
"2320",7589,"3","2",4,"2",46,"9",NA,0,"2","5","7"
"2321",2271,"1","9",3,"1",26,"2",NA,0,"5","5","7"
"2322",2272,"3","6",2,"2",23,"8",NA,0,"3",NA,"3"
"2323",2273,"1","4",2,"2",61,"5","4",0,"5","6","4"
"2324",2274,"3","5",1,"2",73,"7",NA,0,"5","1","2"
"2325",2275,"2","5",2,"1",78,"7","4",0,"2","6","4"
"2326",2276,"2","5",1,"2",43,"4","3",0,"3","8","1"
"2327",2277,"5","6",4,"1",65,"4","3",0,"5","2","5"
"2328",7590,"5","6",2,"1",64,"3","6",0,"1","7","4"
"2329",2278,"5","6",2,"1",64,"3","6",0,"1","7","4"
"2330",2279,"2","6",2,"2",29,"3","5",0,"1","8","3"
"2331",2280,"2","4",1,"2",21,"8","1",0,"3","5","1"
"2332",2281,"4","4",1,"2",70,"7","1",0,"5","3","2"
"2333",2282,"4","5",2,"1",69,"7","4",0,"3","5","4"
"2334",2283,"5","5",2,"1",75,"7","3",0,"5","2","4"
"2335",2285,"5","6",3,"2",24,"2",NA,0,"1","4","7"
"2336",2286,"2","6",2,"2",73,"7","3",0,"5","3","4"
"2337",2287,"5","6",2,"2",80,"9","2",0,"5","3","4"
"2338",2288,"5","6",3,"2",38,"2","5",1,"1",NA,"5"
"2339",2289,"5","6",4,"2",40,"2","1",2,"4",NA,"9"
"2340",2290,"3","4",2,"2",59,"7","4",0,"2","4","4"
"2341",2291,"5","6",2,"1",68,"7","6",0,"1","8","4"
"2342",2292,"2","6",2,"1",70,"7",NA,0,"5","3","4"
"2343",2293,"4","5",3,"1",54,"2","2",0,"4","1","7"
"2344",2294,"4","5",2,"2",51,"4","3",0,"3","4","4"
"2345",2295,"4","6",3,"2",33,"4","4",1,"3","6","5"
"2346",9419,"2","4",3,"2",41,"3","5",1,"2","7","9"
"2347",2296,"2","4",3,"2",41,"3","5",1,"2","7","9"
"2348",2297,"5","4",1,"2",34,"2","2",0,"2",NA,"1"
"2349",2298,"2","4",1,"2",75,"9","2",0,"5","2","2"
"2350",2299,"5","4",2,"1",80,"7","5",0,"2","6","4"
"2351",2300,"2","5",3,"1",62,"2","7",1,"2","4","6"
"2352",2301,"4","6",2,"2",63,"9",NA,0,"5","3","4"
"2353",2302,"4","6",3,"2",31,"2","4",1,"3","4","5"
"2354",2303,"5","6",3,"2",22,"8","3",0,"2","4","7"
"2355",2304,"1","8",1,"1",30,"8",NA,0,"3",NA,"1"
"2356",7591,"5","4",2,"2",34,"2","5",0,"1","8","3"
"2357",2305,"5","4",2,"2",34,"2","5",0,"1","8","3"
"2358",2306,"2","6",2,"1",77,"7","5",0,"4","4","4"
"2359",2307,"1","5",3,"2",34,"5","4",0,"4",NA,"7"
"2360",2308,"1","8",2,"2",22,"2","2",0,"3","5","3"
"2361",2309,"2","6",2,"1",82,"7","5",0,"5","3","4"
"2362",2310,"1","8",1,"2",36,"2","3",0,"4","4","1"
"2363",2311,"2","3",1,"2",38,"2","2",0,"3","4","1"
"2364",2312,"5","3",2,"1",77,"7","5",0,"2","6","4"
"2365",2313,"5","4",3,"1",54,"3","4",1,"2","4","6"
"2366",2314,"4","3",2,"2",69,"7","4",0,"3","3","4"
"2367",7592,"4","3",2,"2",69,"7","4",0,"3","3","4"
"2368",2316,"5","3",2,"1",64,"3","4",0,"2","6","4"
"2369",2317,"2","5",2,"1",69,"1","5",0,"1","3","4"
"2370",2318,"5","6",3,"1",50,"6","2",1,"4","3","9"
"2371",7593,"5","6",3,"1",50,"6","2",1,"4","3","9"
"2372",2319,"2","6",1,"2",60,"2","3",0,"3","3","2"
"2373",7594,"4","6",5,"2",48,"2","3",1,"3","2","7"
"2374",2320,"3","3",3,"1",19,"8",NA,0,"3",NA,"7"
"2375",2321,"5","4",4,"2",52,"1","6",1,"1","8","7"
"2376",7595,"5","4",4,"2",32,"2","4",2,"3","4","5"
"2377",2322,"5","4",4,"2",32,"2","4",2,"3","4","5"
"2378",2323,"1","9",1,"2",59,"2","2",0,"3","4","2"
"2379",2324,"5","6",4,"1",23,"8",NA,0,"3","6","7"
"2380",8895,"5","6",4,"1",23,"8",NA,0,"3","6","7"
"2381",2325,"4","4",4,"2",26,"8","2",0,"2","7","9"
"2382",2326,"2","4",2,"2",62,"2","4",0,"2",NA,"4"
"2383",2327,"5","6",3,"1",67,"7","4",0,"4","2","9"
"2384",2330,"5","6",1,"2",55,"4","1",0,"5","1","2"
"2385",2331,"1","8",3,"2",46,"6","2",1,"5","3","9"
"2386",2332,"3","5",3,"1",18,"8",NA,0,"3",NA,"7"
"2387",2333,"1","8",1,"2",62,"9","3",0,"3","7","2"
"2388",2334,"2","6",2,"1",23,"8","1",0,"3","7","3"
"2389",2335,"4","6",2,"1",68,"7","5",0,"1","8","4"
"2390",2336,"3","6",2,"2",29,"2",NA,0,"4","8","3"
"2391",2337,"5","6",2,"1",58,"3","7",0,"2","6","4"
"2392",2338,"4","4",1,"1",69,"1","3",0,"1","8","2"
"2393",2339,"5","5",2,"1",72,"7","3",0,"4","4","4"
"2394",7596,"5","6",2,"2",68,"9","2",0,"5","7","4"
"2395",2340,"5","6",2,"2",68,"9","2",0,"5","7","4"
"2396",2342,"5","4",4,"2",56,"2","5",0,"4","4","7"
"2397",9421,"5","4",4,"2",56,"2","5",0,"4","4","7"
"2398",9516,"5","4",4,"2",56,"2","5",0,"4","4","7"
"2399",8896,"5","4",4,"2",56,"2","5",0,"4","4","7"
"2400",7597,"5","4",4,"2",56,"2","5",0,"4","4","7"
"2401",2343,"5","6",1,"2",25,"8","1",0,"3","7","1"
"2402",2344,"4","6",2,"1",31,"2","3",0,"4",NA,"3"
"2403",2345,"3","4",2,"2",68,"7",NA,0,"3","3","4"
"2404",2346,"4","5",4,"1",44,"2","3",2,"3","4","6"
"2405",2347,"4","5",2,"2",37,"2","5",0,"2","7","3"
"2406",7598,"5","5",4,"2",52,"2",NA,0,"2","4","7"
"2407",2348,"5","5",4,"2",52,"2",NA,0,"2","4","7"
"2408",2349,"4","6",2,"1",58,"2","5",0,"1","8","4"
"2409",2350,"4","5",2,"2",68,"7","2",0,"4","4","4"
"2410",2351,"3","4",7,"1",18,"8",NA,4,"3","1","6"
"2411",2352,"1","9",2,"2",56,"9","2",0,"2","5","4"
"2412",7599,"4","4",2,"1",56,"2","5",0,"1","4","4"
"2413",2353,"4","4",2,"1",56,"2","5",0,"1","4","4"
"2414",2354,"2","6",4,"2",48,"2",NA,1,"2","5","9"
"2415",2355,"5","4",4,"2",24,"2",NA,0,"3","4","7"
"2416",2356,"2","5",4,"2",23,"8","6",1,"1","7","6"
"2417",2357,"2","4",2,"1",64,"2","5",0,"1","8","4"
"2418",2359,"2","4",1,"2",74,"7",NA,0,"5","3","2"
"2419",2360,"2","5",2,"2",28,"2","5",0,"2","7","3"
"2420",2361,"4","5",2,"1",90,"7","4",0,"5","3","4"
"2421",2362,"4","3",3,"2",46,"2","4",1,"3",NA,"6"
"2422",2364,"2","4",2,"2",59,"3","6",0,"3","6","4"
"2423",7600,"2","4",2,"2",59,"3","6",0,"3","6","4"
"2424",7601,"3","4",5,"2",42,"2",NA,1,"5","4","6"
"2425",9204,"3","4",5,"2",42,"2",NA,1,"5","4","6"
"2426",9545,"3","4",5,"2",42,"2",NA,1,"5","4","6"
"2427",2365,"3","4",5,"2",42,"2",NA,1,"5","4","6"
"2428",9517,"3","4",5,"2",42,"2",NA,1,"5","4","6"
"2429",9551,"3","4",5,"2",42,"2",NA,1,"5","4","6"
"2430",2366,"3","6",4,"1",31,"2",NA,2,"3",NA,"6"
"2431",2367,"4","4",4,"2",29,"2",NA,0,"2","7","7"
"2432",2368,"4","4",2,"1",67,"7","5",0,"2","6","4"
"2433",2369,"2","5",1,"2",34,"4","1",0,"3","5","1"
"2434",2370,"1","7",2,"1",27,"2",NA,0,"3","8","3"
"2435",2371,"5","6",2,"1",72,"7","3",0,"5","2","4"
"2436",2372,"1","5",4,"2",53,"1","5",2,"5","3","6"
"2437",7602,"1","5",4,"2",53,"1","5",2,"5","3","6"
"2438",2373,"5","4",2,"2",63,"7","2",0,"2","4","4"
"2439",2374,"5","4",1,"2",33,"2",NA,0,"2","6","1"
"2440",2375,"2","5",1,"2",68,"7","2",0,"5","2","2"
"2441",2376,"1","9",1,"2",25,"8","1",0,"3","5","1"
"2442",2377,"3","3",2,"1",78,"9",NA,0,"4","4","4"
"2443",2378,"3","5",2,"1",69,"7","4",0,"5","3","4"
"2444",2379,"1","5",1,"1",32,"2","5",0,"3","4","1"
"2445",2380,"5","5",2,"2",59,"2","2",0,"4","2","4"
"2446",8897,"5","5",2,"2",59,"2","2",0,"4","2","4"
"2447",2381,"2","4",3,"1",67,"7","7",0,"2","3","9"
"2448",2382,"5","4",2,"1",68,"7","5",0,"2","6","4"
"2449",2383,"2","6",1,"2",57,"4","2",0,"5","3","2"
"2450",2384,"2","6",2,"2",52,"2","4",0,"2","5","9"
"2451",9205,"5","5",3,"2",81,"7",NA,0,"5","3","7"
"2452",2385,"5","5",3,"2",81,"7",NA,0,"5","3","7"
"2453",9423,"5","5",3,"2",81,"7",NA,0,"5","3","7"
"2454",2386,"1","9",1,"1",56,"2","5",0,"2","7","2"
"2455",2387,"1","8",1,"2",30,"2","1",0,"2","6","1"
"2456",2388,"1","9",2,"1",49,"2","3",0,"3","4","4"
"2457",2389,"3","5",4,"2",35,"9","4",2,"3","4","6"
"2458",2390,"3","4",2,"2",22,"2",NA,0,"4","4","3"
"2459",2391,"4","6",2,"1",31,"2","5",0,"1","8","3"
"2460",7603,"4","3",7,"2",40,"9","4",5,"2","6","5"
"2461",2392,"4","4",2,"1",34,"2","7",0,"2","7","3"
"2462",2393,"5","4",2,"1",25,"2","5",0,"3","4","3"
"2463",2395,"4","6",4,"2",33,"1","5",2,"1","8","8"
"2464",2396,"1","9",1,"2",23,"8",NA,0,"3","7","1"
"2465",2397,"2","4",5,"2",28,"9","4",3,"1","6","5"
"2466",2398,"2","5",3,"2",22,"8",NA,0,"2","7","7"
"2467",2399,"1","7",2,"2",71,"7","7",0,"1","7","4"
"2468",2400,"4","6",1,"1",50,"3","3",0,"2","6","2"
"2469",2401,"4","4",2,"2",30,"5","3",0,"3",NA,"3"
"2470",2402,"5","5",4,"1",53,"4","4",1,"3","6","8"
"2471",2403,"5","4",1,"2",24,"8","1",0,"3",NA,"1"
"2472",2404,"5","6",2,"2",55,"2",NA,0,"3","4","4"
"2473",2405,"2","4",2,"2",23,"8","2",0,"4","7","3"
"2474",2406,"5","6",1,"2",59,"6","2",0,"5","2","2"
"2475",2407,"4","4",3,"2",33,"2","4",1,"3","4","5"
"2476",2409,"3","3",2,"2",65,"7","3",0,"2","4","4"
"2477",2410,"3","6",4,"2",51,"4",NA,1,"2","2","6"
"2478",7604,"1","8",3,"1",48,"2",NA,1,"4","4","6"
"2479",2411,"1","8",3,"1",48,"2",NA,1,"4","4","6"
"2480",2412,"4","4",3,"2",32,"2","2",1,"2","7","8"
"2481",2413,"2","4",2,"2",57,"2","3",0,"5","3","4"
"2482",7605,"3","4",2,"2",70,"9","4",0,"3","3","4"
"2483",2414,"3","4",2,"2",70,"9","4",0,"3","3","4"
"2484",9594,"2","6",3,"1",45,"2","4",1,"3","3","8"
"2485",2415,"5","4",4,"2",31,"1","5",2,"2","4","6"
"2486",2416,"5","4",2,"1",60,"4","7",0,"3","5","4"
"2487",2417,"2","5",2,"2",37,"2",NA,0,"1","8","3"
"2488",2418,"2","6",1,"2",60,"4","2",0,"5","3","2"
"2489",2419,"5","3",1,"2",48,"2","5",0,"1","7","2"
"2490",2420,"2","6",2,"2",31,"2","5",0,"2","4","3"
"2491",2421,"2","4",2,"1",59,"1","5",0,"1","7","4"
"2492",2422,"2","4",2,"1",63,"2","4",0,"2","3","4"
"2493",2423,"2","4",2,"1",71,"7","5",0,"1","8","4"
"2494",2424,"5","5",3,"1",24,"8","3",0,"2","3","9"
"2495",2425,"4","4",5,"2",35,"2","4",3,"3","4","6"
"2496",2426,"4","4",1,"2",43,"2","4",0,"1","6","1"
"2497",2427,"2","4",2,"2",63,"2","4",0,"3","4","4"
"2498",7606,"2","4",2,"2",63,"2","4",0,"3","4","4"
"2499",2428,"2","4",4,"2",21,"8","4",0,"3",NA,"7"
"2500",2429,"5","4",2,"1",29,"1","4",0,"1","4","3"
"2501",2430,"2","5",1,"2",23,"8","1",0,"3","6","1"
"2502",8898,"2","4",2,"2",47,"2","4",0,"5","3","4"
"2503",2431,"2","4",2,"2",47,"2","4",0,"5","3","4"
"2504",2432,"2","6",4,"2",33,"2","6",2,"2","4","5"
"2505",2433,"4","4",4,"2",22,"8",NA,0,"1","4","7"
"2506",2434,"1","9",4,"2",39,"2","4",0,"2","5","7"
"2507",2435,"5","6",3,"2",40,"1",NA,1,"1","8","8"
"2508",2436,"3","4",2,"2",27,"8","1",0,"3",NA,"3"
"2509",2437,"4","5",2,"2",28,"2","4",0,"2","6","3"
"2510",2438,"1","7",2,"1",33,"2","3",0,"4","1","3"
"2511",2439,"3","4",2,"1",64,"7","5",0,"3","4","4"
"2512",2440,"1","8",1,"2",26,"8","1",0,"3","7","1"
"2513",2441,"4","5",1,"2",76,"9","3",0,"4","5","2"
"2514",2442,"2","6",2,"2",65,"2","5",0,"3","3","4"
"2515",2443,"3","4",1,"1",36,"4","1",0,"5","2","1"
"2516",2444,"2","4",2,"1",78,"7","2",0,"5","2","4"
"2517",8899,"2","4",2,"1",78,"7","2",0,"5","2","4"
"2518",2445,"1","4",4,"1",28,"2","5",0,"1","5","7"
"2519",2447,"3","4",1,"2",64,"2","3",0,"2","4","2"
"2520",8900,"2","5",1,"1",80,"7","4",0,"1","8","2"
"2521",2448,"5","5",3,"2",32,"2",NA,1,"4","5","6"
"2522",2449,"4","6",2,"2",30,"2","5",0,"2","7","3"
"2523",2450,"5","6",1,"1",66,"7","4",0,"2","7","2"
"2524",2451,"4","4",1,"2",81,"7","2",0,"5","1","2"
"2525",2452,"5","6",1,"2",80,"7","4",0,"5","2","2"
"2526",2453,"5","5",2,"2",27,"2","4",0,"2","7","3"
"2527",2454,"5","3",2,"2",36,"2",NA,0,"1",NA,"3"
"2528",2455,"2","6",2,"2",77,"7","2",0,"5","2","4"
"2529",2456,"5","5",2,"1",83,"7","3",0,"5","2","4"
"2530",2457,"2","5",3,"1",57,"2","7",1,"1","4","9"
"2531",2459,"2","6",1,"2",28,"3","2",0,"1",NA,"1"
"2532",2460,"2","4",5,"2",38,"2","4",1,"2","4","5"
"2533",2461,"5","6",3,"1",35,"2","4",1,"3","2","5"
"2534",2462,"4","6",1,"1",51,"2","1",0,"3","4","2"
"2535",2463,"2","3",2,"2",46,"5",NA,0,"1",NA,"4"
"2536",2464,"4","4",2,"2",68,"7",NA,0,"4","2","4"
"2537",2465,"3","5",2,"1",24,"2",NA,0,"2","4","9"
"2538",2466,"2","5",2,"1",69,"7","5",0,"1","8","4"
"2539",2467,"5","5",4,"2",36,"2","7",2,"1","7","5"
"2540",2469,"1","9",1,"2",78,"7","2",0,"5","3","2"
"2541",2470,"1","5",1,"2",65,"7","2",0,"5","1","2"
"2542",2471,"5","6",2,"1",83,"7","1",0,"5","2","4"
"2543",2472,"5","5",4,"2",39,"2","4",2,"3","4","6"
"2544",2473,"2","5",4,"1",20,"8","5",1,"2","5","8"
"2545",2474,"2","4",1,"2",65,"2","3",0,"4","4","2"
"2546",8901,"5","4",4,"2",52,"2",NA,0,"1","4","7"
"2547",7608,"5","4",4,"2",52,"2",NA,0,"1","4","7"
"2548",9206,"5","4",4,"2",52,"2",NA,0,"1","4","7"
"2549",2475,"5","4",4,"2",52,"2",NA,0,"1","4","7"
"2550",2476,"1","8",1,"1",43,"2","2",0,"3","7","1"
"2551",2477,"2","4",2,"1",27,"2","5",0,"2",NA,"3"
"2552",7609,"1","7",2,"2",64,"9","2",0,"3","3","4"
"2553",2478,"1","7",2,"2",64,"9","2",0,"3","3","4"
"2554",2479,"4","6",6,"1",21,"8",NA,2,"1","5","6"
"2555",2480,"2","5",1,"1",67,"7",NA,0,"5","3","2"
"2556",2481,"2","4",4,"1",61,"2","6",0,"2","5","7"
"2557",2482,"4","6",2,"1",44,"2","5",0,"2","4","3"
"2558",2483,"2","6",5,"2",18,"8",NA,2,"2",NA,"6"
"2559",2484,"4","4",2,"1",65,"2",NA,0,"2","4","4"
"2560",2485,"4","5",1,"2",31,"5","2",0,"3","7","1"
"2561",2486,"2","4",1,"1",75,"7","4",0,"3","5","2"
"2562",2488,"2","6",5,"2",18,"8",NA,2,"1","5","6"
"2563",2489,"2","6",1,"2",83,"7","2",0,"5","2","2"
"2564",2490,"5","6",2,"2",67,"9",NA,0,"3","7","4"
"2565",2491,"2","6",1,"2",30,"2","2",0,"1",NA,"1"
"2566",2492,"3","6",1,"1",24,"6","1",0,"3","4","1"
"2567",2493,"2","4",2,"2",28,"5","4",0,"2","6","3"
"2568",2494,"3","5",6,"2",35,"9","5",4,"2","7","5"
"2569",9207,"3","5",6,"2",35,"9","5",4,"2","7","5"
"2570",2495,"2","4",4,"1",30,"2","5",2,"2","4","5"
"2571",2496,"1","9",5,"1",27,"2","4",0,"2",NA,"7"
"2572",2497,"1","7",1,"1",23,"3","3",0,"2","7","1"
"2573",2498,"4","4",2,"1",33,"2","4",0,"3",NA,"3"
"2574",2499,"4","6",2,"1",29,"6","2",0,"3","4","3"
"2575",2500,"5","4",1,"1",30,"5","2",0,"3","4","1"
"2576",2501,"2","6",2,"1",27,"8","1",0,"3",NA,"3"
"2577",2502,"4","6",2,"2",59,"2","5",0,"2","4","4"
"2578",2503,"4","4",4,"1",23,"8",NA,0,"1","5","9"
"2579",2504,"3","4",4,"1",34,"2","4",2,"3",NA,"6"
"2580",2505,"2","6",1,"1",24,"2","1",0,"2","6","1"
"2581",2506,"4","5",1,"2",40,"2","2",0,"3","4","1"
"2582",2507,"4","6",2,"2",26,"2","2",0,"3","5","3"
"2583",2508,"1","8",5,"1",25,"8","3",1,"4",NA,"6"
"2584",2509,"4","6",3,"2",47,"1","3",0,"3","4","7"
"2585",2510,"2","4",2,"1",25,"2","5",0,"2","7","3"
"2586",2511,"2","4",2,"1",30,"2","5",0,"2","6","3"
"2587",9208,"5","4",2,"1",56,"2","5",0,"3","4","4"
"2588",7610,"5","4",2,"1",56,"2","5",0,"3","4","4"
"2589",2512,"5","4",2,"1",56,"2","5",0,"3","4","4"
"2590",2513,"2","4",3,"2",36,"1","6",0,"2","8","7"
"2591",2514,"2","6",2,"1",33,"2","6",0,"2",NA,"3"
"2592",2515,"3","5",1,"2",64,"9","2",0,"4","5","2"
"2593",2517,"4","6",2,"2",27,"2","7",0,"1","8","3"
"2594",2518,"2","5",3,"1",34,"2","6",1,"1","8","5"
"2595",2519,"2","6",3,"2",19,"8",NA,0,"5","3","7"
"2596",2520,"2","5",3,"1",52,"2","6",0,"1","7","7"
"2597",2521,"2","6",1,"2",28,"2","2",0,"1","8","1"
"2598",2522,"5","4",4,"1",57,"2","2",0,"3","4","7"
"2599",2524,"4","4",5,"2",38,"1","7",1,"1","6","5"
"2600",2525,"2","5",3,"2",37,"2","5",1,"3","2","6"
"2601",2526,"4","6",2,"2",28,"3","5",0,"1",NA,"3"
"2602",2527,"2","4",2,"2",31,"2",NA,0,"1","8","3"
"2603",2529,"5","6",1,"2",85,"7","1",0,"3","4","2"
"2604",2530,"3","5",2,"2",21,"8","1",0,"3","2","3"
"2605",2531,"1","7",2,"2",46,"2","7",0,"2","5","4"
"2606",2532,"4","5",1,"1",38,"5","2",0,"3",NA,"1"
"2607",2533,"3","3",2,"2",31,"2","5",0,"3","4","3"
"2608",2534,"5","4",3,"2",60,"1","1",0,"1","5","7"
"2609",7612,"2","6",2,"1",84,"7","3",0,"4","4","4"
"2610",2535,"2","6",2,"1",84,"7","3",0,"4","4","4"
"2611",2536,"3","6",1,"2",82,"7","3",0,"2","6","2"
"2612",2537,"5","3",2,"1",73,"7","2",0,"5","2","4"
"2613",2538,"5","5",2,"1",43,"4","1",0,"5","2","3"
"2614",2539,"2","4",2,"2",73,"2",NA,0,"2","2","4"
"2615",2540,"4","6",2,"1",61,"2","5",0,"3","4","4"
"2616",2541,"5","4",4,"2",36,"2","4",2,"1","8","8"
"2617",2542,"2","4",1,"2",55,"2",NA,0,"4","2","2"
"2618",2543,"4","6",2,"1",65,"4","5",0,"2","2","4"
"2619",2544,"2","6",5,"2",32,"2","1",1,"3","4","6"
"2620",7613,"4","4",4,"2",48,"2","5",1,"2","4","6"
"2621",2546,"4","4",4,"2",48,"2","5",1,"2","4","6"
"2622",2547,"5","6",2,"1",78,"7","3",0,"5","3","4"
"2623",2548,"5","6",2,"2",73,"7","3",0,"5","3","4"
"2624",9424,"4","4",4,"1",40,"2","4",2,"2","4","6"
"2625",2549,"4","4",4,"1",40,"2","4",2,"2","4","6"
"2626",9209,"4","4",4,"1",40,"2","4",2,"2","4","6"
